location,total_sqft,bath,bhk,price,price_per_sqft
Bellevue,2980,2.5,4,750000,251.6778523489933
Renton,1850,2.0,4,329000,177.83783783783784
Seattle,1570,1.0,4,525000,334.3949044585987
Seattle,670,1.0,2,190000,283.5820895522388
Bellevue,2660,2.5,4,772650,290.46992481203006
Kent,2110,2.5,3,355000,168.24644549763033
Sammamish,1970,1.75,3,650000,329.9492385786802
Seattle,1210,2.75,3,678500,560.7438016528926
Sammamish,2670,2.5,4,669950,250.9176029962547
Woodinville,3000,2.25,3,850000,283.3333333333333
Sammamish,2200,2.75,3,572000,260.0
Sammamish,1540,1.75,3,492450,319.77272727272725
Bellevue,2080,1.75,3,813000,390.86538461538464
Mercer Island,1780,2.0,3,710000,398.87640449438203
Seattle,1960,1.5,3,792500,404.33673469387753
Kent,1690,1.5,5,285900,169.1715976331361
Vashon,2080,2.0,3,389000,187.01923076923077
Seattle,2070,2.25,3,675000,326.0869565217391
Renton,760,0.75,2,352000,463.1578947368421
Renton,4020,3.25,4,1050000,261.1940298507463
Bellevue,3620,1.75,4,768500,212.292817679558
Seattle,2330,2.0,4,500000,214.59227467811158
Mercer Island,1460,2.5,3,685000,469.17808219178085
Seattle,2250,2.75,4,648475,288.2111111111111
Kirkland,2850,5.0,6,655000,229.82456140350877
Seattle,2640,2.75,4,895000,339.0151515151515
Auburn,1310,1.0,3,195000,148.85496183206106
Federal Way,2720,2.5,4,368000,135.2941176470588
Renton,3430,3.5,4,997000,290.6705539358601
Woodinville,1990,2.75,3,335000,168.34170854271358
Auburn,1170,2.0,3,250000,213.67521367521368
Enumclaw,1390,1.75,3,278500,200.35971223021582
Auburn,1540,1.5,4,260000,168.83116883116884
Seattle,760,1.0,2,162500,213.81578947368422
Seattle,1280,1.0,4,239000,186.71875
Sammamish,2990,2.5,4,600000,200.66889632107024
Kent,1770,2.25,4,350000,197.74011299435028
Sammamish,3830,3.75,5,852500,222.58485639686685
Renton,2870,2.5,3,485000,168.98954703832752
Seattle,1520,1.0,3,299000,196.71052631578948
Renton,660,1.0,2,227450,344.6212121212121
Seattle,1800,1.0,3,383000,212.77777777777777
Fall City,3570,3.25,2,835000,233.8935574229692
Seattle,3050,1.5,5,760000,249.18032786885246
Seattle,820,1.0,2,532500,649.390243902439
Redmond,3610,2.5,3,635000,175.90027700831024
Seattle,1490,2.0,3,438500,294.2953020134228
Seattle,1560,2.5,3,545500,349.6794871794872
Kirkland,1660,1.75,3,675000,406.6265060240964
Seattle,1180,1.75,3,450000,381.35593220338984
Black Diamond,960,1.0,3,199999,208.33229166666666
Kirkland,1630,1.5,3,375000,230.06134969325154
Woodinville,2260,2.25,4,600000,265.4867256637168
Renton,1520,1.5,3,292600,192.5
Mercer Island,3050,2.75,5,1040000,340.9836065573771
Seattle,1000,1.0,3,610000,610.0
Kent,2650,2.5,4,397450,149.9811320754717
Seattle,1750,2.25,3,382000,218.28571428571428
Seattle,1770,2.25,3,370000,209.03954802259886
Seattle,1770,2.25,3,520000,293.7853107344633
Seattle,770,1.0,2,260000,337.6623376623377
Seattle,3370,2.5,4,890000,264.0949554896142
Seattle,2130,2.0,5,344000,161.50234741784038
Kent,1050,1.0,3,205000,195.23809523809524
Federal Way,2803,2.5,5,379000,135.2122725651088
Redmond,2080,2.0,3,424240,203.96153846153845
Redmond,2080,2.0,3,589950,283.6298076923077
Seattle,2120,1.75,4,582000,274.52830188679246
Federal Way,2550,2.5,3,349000,136.86274509803923
Kirkland,1290,1.0,3,658000,510.07751937984494
Seattle,1790,2.75,5,294000,164.24581005586592
Seattle,2720,3.5,5,690000,253.6764705882353
Seattle,1040,1.0,3,600000,576.9230769230769
Kent,840,1.0,3,199990,238.08333333333334
Seattle,1650,1.75,3,220000,133.33333333333334
Kirkland,2080,2.25,4,440000,211.53846153846155
Issaquah,1540,2.5,4,439990,285.7077922077922
Sammamish,3880,2.5,4,815000,210.05154639175257
Issaquah,1860,2.25,4,535000,287.63440860215053
Federal Way,1280,1.75,3,215000,167.96875
Issaquah,3200,2.5,3,605000,189.0625
Renton,2200,2.5,3,349900,159.04545454545453
Seattle,1570,1.0,3,495000,315.28662420382165
Kirkland,2074,2.5,3,515100,248.36065573770492
Redmond,2450,2.5,4,620000,253.0612244897959
Sammamish,2520,2.25,4,657500,260.91269841269843
Renton,2190,1.75,5,250000,114.15525114155251
Renton,2190,1.75,5,385000,175.79908675799086
Duvall,2320,1.5,3,307000,132.32758620689654
Kent,1370,2.5,3,288000,210.2189781021898
Kent,1730,1.75,3,226450,130.89595375722544
Seattle,1640,2.5,3,390000,237.8048780487805
North Bend,1300,1.0,3,350000,269.2307692307692
Seattle,1560,1.5,3,368000,235.89743589743588
Seattle,1120,1.0,2,469000,418.75
Woodinville,2670,2.25,3,865000,323.9700374531835
Renton,3810,2.5,5,515000,135.17060367454067
Kirkland,1440,1.75,3,410000,284.72222222222223
Kent,1200,1.0,4,210000,175.0
Kirkland,1520,1.75,3,460000,302.63157894736844
Federal Way,2500,2.5,4,241500,96.6
Kent,2010,2.25,4,322200,160.29850746268656
Seattle,1210,1.0,4,279000,230.5785123966942
Vashon,1100,1.0,2,303000,275.45454545454544
Seattle,1050,1.5,3,420000,400.0
Seattle,2120,1.75,3,249000,117.45283018867924
Seattle,1240,1.0,3,294950,237.86290322580646
Seattle,3460,3.5,4,1320000,381.5028901734104
Seattle,1270,1.75,3,335000,263.7795275590551
Seattle,2980,2.25,4,1160000,389.26174496644296
Seattle,1250,1.0,2,520000,416.0
Bellevue,1740,1.75,4,560000,321.8390804597701
Kent,1730,1.5,4,243400,140.6936416184971
Redmond,1240,2.0,3,405000,326.61290322580646
Kirkland,1670,1.0,2,495000,296.4071856287425
Maple Valley,2140,2.5,4,350000,163.55140186915887
Seattle,2530,2.75,5,368500,145.65217391304347
Renton,960,1.0,2,99000,103.125
Renton,4130,3.75,4,1070000,259.0799031476998
Seattle,1710,1.75,4,430000,251.46198830409358
Redmond,1490,1.5,3,412500,276.8456375838926
Redmond,4750,3.25,4,1120000,235.78947368421052
Redmond,3400,2.5,4,915000,269.11764705882354
Redmond,2210,2.5,3,535000,242.0814479638009
Seattle,1650,1.5,3,390000,236.36363636363637
Seattle,1260,1.5,3,499000,396.031746031746
Seattle,1960,1.0,3,375000,191.3265306122449
Renton,1800,2.5,4,349000,193.88888888888889
Bellevue,1940,2.25,3,635000,327.319587628866
Sammamish,2820,2.75,4,682000,241.84397163120568
Federal Way,2820,2.25,4,321027,113.83936170212766
Auburn,720,1.0,2,150000,208.33333333333334
Kirkland,1640,1.75,3,410000,250.0
Seattle,1560,2.0,3,449950,288.4294871794872
Seattle,1560,2.5,6,194990,124.99358974358974
Kenmore,1910,1.75,4,475000,248.6910994764398
Seattle,1570,1.75,5,530000,337.5796178343949
Auburn,2038,2.5,4,319950,156.99214916584887
Federal Way,1720,2.25,3,210000,122.09302325581395
Seattle,1670,2.75,3,485000,290.4191616766467
Sammamish,2830,2.75,4,774000,273.4982332155477
Bellevue,1690,2.0,4,478000,282.84023668639054
Seattle,1620,2.5,4,385000,237.65432098765433
Woodinville,2360,2.5,4,595000,252.11864406779662
Kenmore,1480,1.5,3,285000,192.56756756756758
Issaquah,2700,2.5,4,723000,267.77777777777777
Seattle,1780,1.5,3,279000,156.74157303370785
Renton,1430,1.5,3,195000,136.36363636363637
Seattle,2160,1.0,2,625000,289.35185185185185
Bothell,1800,1.75,3,270000,150.0
Redmond,1930,2.0,2,559000,289.6373056994819
Woodinville,1960,2.25,4,474000,241.83673469387756
Maple Valley,1920,2.5,4,303500,158.07291666666666
Seattle,1470,1.75,3,350000,238.0952380952381
Seattle,2980,3.0,5,367500,123.32214765100672
Seattle,2980,3.0,5,595000,199.66442953020135
Fall City,2360,2.0,3,589000,249.57627118644066
Woodinville,1790,1.75,3,585000,326.81564245810057
Seattle,2130,2.25,3,482975,226.7488262910798
Renton,2030,2.5,4,365500,180.04926108374383
Bellevue,1790,2.0,4,570000,318.43575418994413
Auburn,2260,2.5,3,335000,148.23008849557522
Seattle,2350,2.0,4,767500,326.59574468085106
Issaquah,1690,2.5,3,386591,228.75207100591717
Seattle,1320,1.0,3,279000,211.36363636363637
Carnation,2690,2.5,4,620000,230.48327137546468
Seattle,2810,2.25,4,407000,144.83985765124555
Maple Valley,2280,2.5,3,364250,159.75877192982455
Renton,2870,2.5,4,399000,139.02439024390245
Woodinville,3030,2.5,3,766950,253.11881188118812
Issaquah,2940,2.75,4,710000,241.49659863945578
Seattle,1190,1.0,3,320000,268.9075630252101
Seattle,1800,2.5,3,300000,166.66666666666666
Maple Valley,1580,1.75,3,263000,166.45569620253164
Issaquah,1730,2.5,3,445000,257.22543352601156
Bellevue,1910,2.0,3,554000,290.0523560209424
Seattle,1000,1.75,2,335000,335.0
Kent,2520,2.75,4,307000,121.82539682539682
Seattle,1420,1.0,3,404000,284.50704225352115
Sammamish,3080,3.5,4,775000,251.62337662337663
Enumclaw,1060,1.0,3,220000,207.54716981132074
Kenmore,2160,2.5,4,518000,239.8148148148148
Kirkland,4060,3.5,4,1600000,394.0886699507389
Seattle,1940,2.25,1,315000,162.37113402061857
Kirkland,2250,2.5,4,572650,254.51111111111112
Kirkland,1620,1.0,2,350000,216.0493827160494
Seattle,920,1.0,2,285000,309.7826086956522
Kent,1370,2.5,3,231000,168.61313868613138
Kent,920,1.0,3,179000,194.56521739130434
Kent,1360,1.5,3,244000,179.41176470588235
Seattle,1630,1.5,3,185850,114.01840490797547
Bothell,3610,2.5,6,610000,168.97506925207756
Maple Valley,3010,2.5,4,419000,139.20265780730898
Seattle,2320,1.75,3,779000,335.7758620689655
Redmond,3290,3.0,5,695000,211.24620060790272
Auburn,2040,2.5,3,319900,156.81372549019608
Federal Way,1920,2.75,3,329000,171.35416666666666
Bothell,2120,2.5,3,475226,224.1632075471698
Issaquah,2170,2.5,3,638000,294.00921658986175
Sammamish,1330,1.5,2,440000,330.82706766917295
Seattle,1580,2.0,3,214000,135.44303797468353
Federal Way,3580,2.75,3,600000,167.5977653631285
Seattle,2580,2.0,4,935000,362.4031007751938
Seattle,1930,1.75,4,630000,326.42487046632124
Redmond,2120,2.5,3,575000,271.22641509433964
Black Diamond,1990,2.5,3,345000,173.36683417085428
Bothell,1310,1.75,4,323000,246.5648854961832
Kent,2670,2.5,3,425000,159.1760299625468
Maple Valley,1910,2.25,2,411000,215.18324607329842
Carnation,1530,1.5,4,299800,195.94771241830065
Seattle,2920,1.75,6,823000,281.8493150684931
Seattle,1010,1.0,3,200000,198.01980198019803
Bellevue,2450,1.75,4,760000,310.2040816326531
Duvall,1820,2.5,4,359950,197.77472527472528
Renton,2090,2.5,4,375000,179.42583732057417
Issaquah,2200,1.75,2,295000,134.0909090909091
Seattle,2250,3.0,4,250000,111.11111111111111
Seattle,1450,2.25,3,497000,342.7586206896552
Kenmore,2280,2.5,4,520000,228.0701754385965
Renton,2720,3.5,4,365000,134.19117647058823
Kirkland,2250,2.25,3,459900,204.4
Seattle,1090,2.0,3,158000,144.954128440367
Federal Way,1970,2.0,3,294700,149.59390862944161
Renton,2780,2.25,4,439950,158.25539568345323
Bellevue,2290,2.25,4,899000,392.5764192139738
Woodinville,2330,1.75,3,535000,229.6137339055794
Seattle,4060,4.5,4,530000,130.54187192118226
Kent,1470,2.0,4,215000,146.25850340136054
Seattle,1620,1.0,2,290000,179.01234567901236
Redmond,3220,2.75,5,798000,247.82608695652175
Issaquah,3270,2.5,4,785000,240.0611620795107
Kenmore,2160,1.75,3,433000,200.46296296296296
Seattle,1150,1.0,2,425000,369.5652173913044
Seattle,2240,2.5,4,654000,291.9642857142857
Auburn,1280,1.5,3,215000,167.96875
Kent,840,1.0,3,232000,276.1904761904762
Bellevue,1680,1.75,3,675000,401.7857142857143
Redmond,2330,2.75,5,665000,285.4077253218884
Redmond,3030,2.5,4,835000,275.57755775577556
Seattle,2880,3.0,6,525000,182.29166666666666
Seattle,2910,2.75,3,780000,268.0412371134021
Redmond,3090,3.25,4,844000,273.1391585760518
Woodinville,2720,2.75,4,680000,250.0
Kirkland,1310,1.5,3,290000,221.3740458015267
Seattle,1790,1.0,2,560000,312.8491620111732
Woodinville,2830,2.5,3,605500,213.95759717314488
Redmond,3150,2.5,4,762500,242.06349206349208
Kirkland,3930,3.25,5,1740000,442.7480916030534
Seattle,2840,2.75,6,665000,234.1549295774648
Seattle,2480,1.0,5,540000,217.74193548387098
Seattle,1930,2.5,3,375000,194.30051813471502
Seattle,1260,1.0,3,342000,271.42857142857144
Fall City,670,1.0,3,340000,507.46268656716416
Mercer Island,3930,3.25,5,1250000,318.06615776081424
Sammamish,3160,2.5,4,693000,219.30379746835442
Seattle,1770,1.75,4,638500,360.73446327683615
Issaquah,2240,3.0,5,805000,359.375
Seattle,990,1.0,3,250000,252.5252525252525
Maple Valley,1580,2.5,3,325000,205.69620253164558
Seattle,1560,1.75,4,270000,173.07692307692307
Seattle,2640,2.5,6,880000,333.3333333333333
Seattle,2120,1.75,2,300000,141.50943396226415
Seattle,1200,1.0,2,290000,241.66666666666666
Bellevue,5040,4.0,4,2850000,565.4761904761905
Renton,1460,1.0,3,259950,178.04794520547946
Renton,4890,3.25,4,1780000,364.00817995910023
Renton,1580,1.0,3,299950,189.84177215189874
Woodinville,2100,2.25,3,483000,230.0
Kirkland,2060,2.25,3,890000,432.0388349514563
Seattle,1690,2.5,3,719000,425.4437869822485
Renton,3370,3.0,4,785000,232.93768545994067
Issaquah,2330,2.5,3,660000,283.2618025751073
Kent,1820,1.75,4,264000,145.05494505494505
Bellevue,1890,1.75,3,575000,304.23280423280426
Woodinville,3820,3.75,4,1220000,319.3717277486911
Enumclaw,2770,2.5,3,475000,171.48014440433212
Kirkland,3020,3.5,4,845800,280.0662251655629
Seattle,1170,1.75,3,352500,301.28205128205127
Bothell,1270,1.0,3,347000,273.2283464566929
Issaquah,1950,2.75,4,560000,287.1794871794872
Auburn,2230,2.75,4,323000,144.84304932735427
Seattle,2220,1.75,3,595000,268.01801801801804
Auburn,2060,2.0,4,257500,125.0
Seattle,1100,1.0,3,450000,409.09090909090907
Woodinville,1140,1.0,4,410000,359.64912280701753
Bellevue,1980,1.75,3,810000,409.09090909090907
Seattle,2480,3.0,5,372500,150.2016129032258
Seattle,1050,1.0,3,325000,309.5238095238095
Seattle,1260,1.0,3,280000,222.22222222222223
Seattle,1680,2.0,3,258000,153.57142857142858
Seattle,1360,1.0,4,329950,242.61029411764707
Bellevue,2450,2.5,4,836000,341.2244897959184
Maple Valley,2260,2.5,5,365000,161.50442477876106
Auburn,1060,1.0,2,111300,105.0
Redmond,3720,2.5,4,864000,232.25806451612902
Kirkland,1610,1.75,3,725000,450.3105590062112
Bothell,3350,2.5,4,550000,164.17910447761193
Seattle,790,1.0,2,130000,164.55696202531647
Seattle,1660,1.75,2,765000,460.8433734939759
Renton,1420,1.5,3,255000,179.57746478873239
Issaquah,2050,2.5,3,439500,214.390243902439
Renton,1250,1.75,3,268000,214.4
Bellevue,1700,1.75,3,985000,579.4117647058823
Bellevue,2660,2.5,4,751305,282.4454887218045
Seattle,1350,1.0,3,280000,207.40740740740742
Renton,1810,2.0,4,304000,167.95580110497238
Federal Way,2210,2.75,4,200000,90.49773755656109
Auburn,2120,1.5,3,325000,153.30188679245282
Redmond,2470,2.25,3,736000,297.9757085020243
Renton,2700,2.5,4,426500,157.96296296296296
Seattle,1760,1.75,2,640000,363.6363636363636
Seattle,1930,2.0,5,230000,119.17098445595855
Seattle,1680,1.0,4,366350,218.0654761904762
Seattle,1390,1.0,2,365000,262.58992805755395
Kirkland,2240,2.25,4,482000,215.17857142857142
Renton,1980,1.0,4,345000,174.24242424242425
Seattle,1830,1.75,3,682000,372.6775956284153
Kirkland,980,1.75,3,657500,670.9183673469388
Seattle,3550,2.5,6,895000,252.11267605633802
Seattle,1660,1.5,3,425000,256.0240963855422
Bellevue,2490,2.5,4,532500,213.85542168674698
Bothell,2329,2.5,4,540000,231.85916702447403
Bellevue,1790,2.25,3,578000,322.9050279329609
Seattle,2830,3.0,3,1090000,385.1590106007067
Woodinville,1160,1.0,3,322500,278.01724137931035
Federal Way,1000,1.0,3,140000,140.0
Kent,2540,2.5,3,485000,190.9448818897638
Black Diamond,1750,1.5,2,575000,328.57142857142856
Seattle,2890,2.5,3,421000,145.67474048442907
Seattle,1870,2.0,4,355000,189.83957219251337
Bothell,2200,2.25,4,515000,234.0909090909091
Seattle,1300,1.0,3,309000,237.69230769230768
Bellevue,3410,2.25,5,815000,239.00293255131965
Seattle,1160,1.0,3,285000,245.68965517241378
Seattle,2100,1.75,3,700000,333.3333333333333
Maple Valley,1490,2.5,3,289000,193.95973154362417
Woodinville,3280,3.0,4,458000,139.6341463414634
Federal Way,1450,1.75,3,230000,158.6206896551724
Seattle,1930,2.5,3,432500,224.09326424870466
North Bend,1660,1.75,3,288000,173.49397590361446
Woodinville,1260,1.75,3,354000,280.95238095238096
Duvall,1170,1.0,3,119500,102.13675213675214
Bellevue,3350,3.0,4,805000,240.29850746268656
Seattle,1420,2.5,3,435000,306.3380281690141
Auburn,2170,1.75,3,260000,119.81566820276498
Seattle,1800,1.75,4,377000,209.44444444444446
Issaquah,2000,2.5,4,602000,301.0
Seattle,1660,1.75,3,530000,319.27710843373495
Seattle,1540,2.0,4,525000,340.90909090909093
Seattle,1160,1.5,2,250000,215.51724137931035
Seattle,1700,1.0,3,681000,400.5882352941176
Seattle,1580,1.75,3,625000,395.56962025316454
Seattle,2080,2.5,3,448500,215.625
Seattle,1030,2.0,3,260000,252.4271844660194
Bellevue,1770,1.75,3,538000,303.954802259887
Bothell,1540,2.0,3,385500,250.32467532467533
Maple Valley,2650,2.5,4,428400,161.66037735849056
Enumclaw,2690,2.75,4,346290,128.73234200743494
Sammamish,2210,2.75,4,587000,265.6108597285068
Renton,2390,2.5,4,355000,148.53556485355648
Bellevue,2580,2.75,5,650000,251.93798449612405
Renton,2160,2.5,4,340000,157.40740740740742
Redmond,2230,2.5,4,565000,253.36322869955157
Seattle,2000,2.0,4,630000,315.0
Enumclaw,1280,1.0,3,227000,177.34375
Redmond,2810,2.75,4,600000,213.52313167259786
Bellevue,1680,1.75,4,540400,321.6666666666667
Kirkland,2150,2.5,3,569000,264.6511627906977
Issaquah,2820,2.5,3,735000,260.63829787234044
Kirkland,1750,2.25,3,434000,248.0
Seattle,1060,2.0,2,578888,546.1207547169811
Woodinville,2430,2.75,4,465425,191.53292181069958
Federal Way,2660,2.75,4,280500,105.45112781954887
Issaquah,1670,2.0,2,539950,323.32335329341316
Sammamish,1380,2.0,3,406430,294.5144927536232
Redmond,4160,3.75,4,1150000,276.4423076923077
Kent,1790,2.5,3,250000,139.66480446927375
Kent,1940,2.5,3,266000,137.11340206185568
Renton,1390,2.0,3,258000,185.6115107913669
Seattle,2200,2.0,3,472000,214.54545454545453
Seattle,1264,2.25,3,530000,419.30379746835445
Seattle,1095,1.0,2,302282,276.0566210045662
Seattle,850,1.0,2,370000,435.29411764705884
Seattle,1760,2.0,4,625000,355.1136363636364
Auburn,690,1.0,1,142500,206.52173913043478
Seattle,1400,1.75,3,334000,238.57142857142858
Seattle,1810,3.0,5,362000,200.0
Seattle,1310,1.0,2,181000,138.1679389312977
Federal Way,1400,1.0,3,241500,172.5
Kent,2350,1.75,3,245000,104.25531914893617
Kent,1150,1.0,3,227500,197.82608695652175
Kent,1710,1.5,5,158550,92.71929824561404
Kirkland,1660,2.25,3,450000,271.0843373493976
Kirkland,1950,1.75,3,485000,248.71794871794873
Woodinville,1780,1.75,4,353000,198.31460674157304
Kenmore,2450,3.0,4,500000,204.08163265306123
Federal Way,2060,2.25,1,360000,174.75728155339806
Renton,1540,1.5,3,357500,232.14285714285714
Carnation,1650,2.5,3,272000,164.84848484848484
Seattle,1160,1.0,3,422000,363.7931034482759
Woodinville,1440,2.0,2,365000,253.47222222222223
Seattle,2150,1.75,3,450000,209.30232558139534
Seattle,1060,1.0,2,275053,259.48396226415093
Medina,2620,2.75,3,1880000,717.5572519083969
Bellevue,1630,1.75,3,725000,444.7852760736196
Kent,1840,1.75,3,235000,127.71739130434783
Seattle,820,1.0,2,510000,621.9512195121952
Seattle,820,1.0,2,489950,597.5
Kirkland,2010,2.5,3,463000,230.34825870646767
Issaquah,1990,2.25,4,536000,269.3467336683417
Federal Way,2990,2.5,4,375000,125.41806020066889
Kirkland,2540,2.5,4,630000,248.03149606299212
Seattle,1640,2.25,3,362000,220.73170731707316
Federal Way,2500,2.75,4,350000,140.0
Bellevue,4020,3.5,4,1690000,420.39800995024876
Seattle,1500,2.0,3,255000,170.0
Auburn,1594,2.5,4,269000,168.75784190715183
Renton,2130,3.0,4,370000,173.70892018779344
Renton,1130,1.0,3,270000,238.93805309734512
Enumclaw,1690,2.0,3,265000,156.80473372781066
Seattle,1440,1.0,2,487000,338.19444444444446
Sammamish,3270,3.25,4,835000,255.35168195718654
Issaquah,4350,3.25,4,850000,195.4022988505747
Kirkland,1610,2.75,4,575000,357.14285714285717
Kirkland,950,1.0,3,335000,352.63157894736844
Seattle,1010,1.0,3,318000,314.8514851485148
Issaquah,1420,2.0,3,510000,359.15492957746477
Kent,1200,1.5,3,242500,202.08333333333334
