location,total_sqft,bath,bhk,floors,zipcode,price
Woodinville,2290,2.5,4,2,98072,540000
Sammamish,4140,5.25,4,2,98075,1060000
Seattle,3920,3.75,4,3,98103,1170000
Bellevue,1500,1.75,3,1,98005,576000
Redmond,1720,1.75,3,1,98052,525000
Kent,2641,2.5,4,2,98031,324950
Woodinville,4930,2.5,3,2,98072,600000
Renton,2460,2.5,3,1,98056,464000
Federal Way,1995,2.25,4,2,98023,266000
Redmond,3010,2.5,3,2,98053,775000
Seattle,1270,1.75,3,1,98126,415000
Renton,3080,2.75,4,2,98058,550000
Enumclaw,1670,2.25,3,2,98022,235000
Seattle,1470,2,3,1,98198,280000
Kirkland,1730,1.75,3,1,98034,459000
Federal Way,1070,1,3,1,98023,195000
Auburn,1660,1.5,3,1,98002,235000
Bellevue,2410,2.25,4,1,98006,711800
Seattle,1040,2.5,3,3,98107,440000
Seattle,970,1,2,1,98103,515000
Seattle,2910,2.75,5,1.5,98105,1200000
Bellevue,2340,1.75,3,1.5,98006,560000
Auburn,1880,1.75,3,1,98001,340000
Seattle,1110,1,2,1.5,98102,600000
Sammamish,2790,2.5,4,2,98074,764000
Duvall,1590,2,4,1,98019,337000
Bellevue,5700,2.75,6,1,98006,1390000
Seattle,1200,1,4,1,98126,249000
Kent,3200,3,3,1,98042,350000
Maple Valley,1510,2.25,3,1,98038,269950
Sammamish,1880,1.75,3,1,98075,735000
Seattle,3070,2.5,4,2,98105,1300000
Kirkland,2110,2.25,4,2,98034,475000
Federal Way,2350,2,3,1.5,98023,339000
Seattle,3270,3.5,4,1,98155,600000
Seattle,2220,1.75,4,1,98106,397500
Redmond,5990,3.5,4,2,98053,1530000
Redmond,1760,2,3,2,98052,460000
Seattle,2200,2.75,4,1,98133,370000
Seattle,1550,1,4,1.5,98106,250000
Redmond,5070,3.75,4,2,98053,1100000
Seattle,1040,2.25,2,2,98122,430000
Seattle,2560,1.5,3,1.5,98112,1090000
Seattle,1850,1.75,3,1,98177,670000
Seattle,2090,1.5,3,1,98118,461550
Issaquah,2010,2.5,3,2,98029,479990
Sammamish,2518,2.5,4,2,98075,643000
Redmond,2810,2.75,3,2,98052,607000
Sammamish,2600,2.5,3,1,98074,625000
Seattle,2060,2.5,3,1,98136,731100
Kent,2920,2.5,3,2,98042,859000
Renton,2130,2.5,4,2,98058,435000
Auburn,2290,3,3,1,98001,465000
Seattle,1230,1,3,1.5,98115,740000
Mercer Island,2020,1.75,3,1,98040,740000
Kent,1430,2,3,1,98030,250000
Redmond,2270,2.5,2,3,98052,656000
Kent,1910,2.5,4,2,98031,300000
Woodinville,1780,1.5,3,1,98077,643000
Kent,2690,2.5,4,2,98042,311000
Kirkland,1330,1.75,3,1,98034,360000
Seattle,3060,2.5,4,1,98133,475000
Seattle,1760,3.25,3,3,98125,469950
Seattle,1570,1.75,3,1,98148,240000
Seattle,960,1,2,1,98168,232000
Auburn,1680,2,3,1,98092,350000
Kirkland,1440,1,2,1.5,98034,803000
Renton,1960,2.25,3,1,98058,355000
Seattle,1790,2,4,1,98103,475000
Bellevue,2560,2.5,3,2,98006,823000
Seattle,1010,1.5,2,1,98103,395000
Seattle,2560,3.75,4,2,98133,499000
Seattle,1200,1.75,2,1,98122,420000
Bellevue,3910,2.5,3,2,98008,961500
Bellevue,2260,1.75,4,1,98005,833000
Woodinville,2110,2.25,3,2,98072,479000
Kirkland,3340,2.5,4,2,98033,1150000
Seattle,1400,1,3,1.5,98125,267000
Sammamish,1760,1.75,4,1.5,98075,555000
Issaquah,2010,2.5,3,2,98029,490000
Seattle,2300,2,4,1.5,98117,619000
Seattle,2510,2.75,5,1,98155,569950
Seattle,1340,2,3,2,98103,549000
Redmond,1560,1.75,3,1.5,98052,422500
Seattle,3350,3.5,4,1,98198,400000
Snoqualmie,3710,2.75,4,2,98065,692500
Kent,2430,2.5,4,2,98042,310000
Seattle,2430,1.75,3,1,98178,499900
Sammamish,2100,2.25,3,2,98074,492000
Fall City,1880,2.5,2,1,98024,460000
Seattle,1630,2.5,3,2,98119,800000
Seattle,1640,1,4,1.5,98103,832600
Bothell,2310,2.75,4,1,98011,470000
Redmond,1930,2,2,1,98053,542000
Seattle,4750,4.5,4,2,98118,1310000
Seattle,2300,2.5,4,1,98198,308130
Issaquah,1050,1,2,1,98029,310000
Seattle,1500,1,2,1,98146,235000
Renton,1150,1,3,1,98058,215000
Federal Way,1920,1.5,4,1,98023,210000
Redmond,3660,2.75,4,2,98053,730000
Auburn,1720,1.75,3,1,98092,245000
Seattle,2100,2.25,3,1,98166,540000
Auburn,2400,2.5,4,2,98001,299000
Sammamish,2540,2.5,3,2,98074,510000
Auburn,2080,1.75,4,1,98001,198000
Bellevue,3400,3.25,5,2,98007,950000
Auburn,2200,1.75,4,2,98092,300000
Kirkland,2140,1.75,5,1,98033,528000
Auburn,3850,3.25,5,2,98092,507000
Snoqualmie,4270,3.25,4,2,98065,770000
Kent,1340,1.75,3,1,98031,255000
Seattle,1100,1.5,1,1.5,98198,220000
Renton,2870,2.75,5,2,98059,690700
Seattle,1320,1,2,1,98177,447000
Seattle,2150,2,6,1,98119,755000
Seattle,2470,1.5,4,1.5,98199,700000
Kent,1910,2.75,4,1,98030,250000
Maple Valley,2130,2.5,3,2,98038,320000
Renton,2240,2.5,4,2,98059,565000
Seattle,1800,2.75,5,2,98107,754300
Seattle,2160,1.5,3,1,98177,650000
Renton,3140,2.5,4,2,98059,529888
Kenmore,1920,2.5,3,2,98028,432000
Enumclaw,1050,1,3,1.5,98022,235000
Redmond,3695,3.5,4,2,98053,994900
Maple Valley,3910,2.5,4,2,98038,489000
Redmond,3010,2.75,4,2,98052,800000
Kirkland,1370,1.5,4,1,98034,370000
Kirkland,2080,2.75,4,1,98034,436000
Renton,2250,2.5,3,2,98059,395000
Seattle,2120,1.75,5,1,98133,377691
Seattle,2220,3,5,2,98118,370000
Issaquah,1440,2.5,3,1,98029,515000
Auburn,910,1,3,1,98001,169000
Seattle,1270,1,3,1,98117,475000
Kent,2480,2.5,3,2,98031,420000
Seattle,2630,2.75,6,2,98103,1300000
Bellevue,2410,2,3,2,98006,822000
Bellevue,2930,2.75,4,1,98004,1500000
Sammamish,1570,2.25,3,1,98074,485000
Renton,1900,1,4,1,98055,270000
Renton,2590,2.5,6,1,98055,300000
Sammamish,3810,2.5,4,2,98074,878000
Bellevue,2290,2.5,3,2,98006,590000
Kirkland,1220,2.25,1,2,98033,611900
Auburn,1100,1.75,3,1,98092,240000
Auburn,2810,2.5,4,2,98092,395000
Seattle,890,1,3,1,98178,169000
Kent,1280,2,3,1,98031,200500
Federal Way,2320,2.5,3,2,98003,308000
Federal Way,1720,2.25,3,2,98023,290256
Renton,1530,1.75,3,1,98058,279950
Enumclaw,1580,1.75,3,1,98022,195000
Black Diamond,1360,1,3,1,98010,630000
Medina,2680,3,4,2,98039,1160000
Issaquah,1640,2.25,3,2,98029,478000
Seattle,2520,2.25,3,2,98126,835000
Kirkland,1400,2.25,3,2,98034,639000
Sammamish,2300,2.75,4,2,98074,623000
Seattle,1900,1.75,3,1,98178,220000
Bellevue,2000,2.25,3,1,98006,526000
Seattle,900,1,2,1,98118,243500
Bellevue,2980,2.5,4,2,98006,750000
Renton,1850,2,4,1,98059,329000
Seattle,1570,1,4,1.5,98102,525000
Seattle,670,1,2,1,98118,190000
Bellevue,2660,2.5,4,1,98005,772650
Kent,2110,2.5,3,2,98042,355000
Sammamish,1970,1.75,3,1,98075,650000
Seattle,1210,2.75,3,1.5,98103,678500
Sammamish,2670,2.5,4,2,98074,669950
Woodinville,3000,2.25,3,1,98077,850000
Sammamish,2200,2.75,3,2,98074,572000
Sammamish,1540,1.75,3,1,98074,492450
Bellevue,2080,1.75,3,1,98005,813000
Mercer Island,1780,2,3,1,98040,710000
Seattle,1960,1.5,3,2,98119,792500
Kent,1690,1.5,5,1.5,98032,285900
Vashon,2080,2,3,1,98070,389000
Seattle,2070,2.25,3,2,98136,675000
Renton,760,0.75,2,1,98059,352000
Renton,4020,3.25,4,2,98059,1050000
Bellevue,3620,1.75,4,1,98005,768500
Seattle,2330,2,4,1,98125,500000
Mercer Island,1460,2.5,3,1,98040,685000
Seattle,2250,2.75,4,1,98109,648475
Kirkland,2850,5,6,2,98033,655000
Seattle,2640,2.75,4,2,98115,895000
Auburn,1310,1,3,1,98001,195000
Federal Way,2720,2.5,4,2,98023,368000
Renton,3430,3.5,4,2,98059,997000
Woodinville,1990,2.75,3,1,98072,335000
Auburn,1170,2,3,1,98001,250000
Enumclaw,1390,1.75,3,1,98022,278500
Auburn,1540,1.5,4,2,98001,260000
Seattle,760,1,2,1,98118,162500
Seattle,1280,1,4,1,98168,239000
Sammamish,2990,2.5,4,2,98075,600000
Kent,1770,2.25,4,2,98031,350000
Sammamish,3830,3.75,5,2,98075,852500
Renton,2870,2.5,3,2,98055,485000
Seattle,1520,1,3,1,98133,299000
Renton,660,1,2,1,98056,227450
Seattle,1800,1,3,1,98126,383000
Fall City,3570,3.25,2,1,98024,835000
Seattle,3050,1.5,5,1.5,98112,760000
Seattle,820,1,2,1,98103,532500
Redmond,3610,2.5,3,1,98053,635000
Seattle,1490,2,3,1,98144,438500
Seattle,1560,2.5,3,1.5,98108,545500
Kirkland,1660,1.75,3,1,98033,675000
Seattle,1180,1.75,3,1,98117,450000
Black Diamond,960,1,3,1,98010,199999
Kirkland,1630,1.5,3,1,98034,375000
Woodinville,2260,2.25,4,2,98072,600000
Renton,1520,1.5,3,1,98056,292600
Mercer Island,3050,2.75,5,1,98040,1040000
Seattle,1000,1,3,1,98105,610000
Kent,2650,2.5,4,2,98042,397450
Seattle,1750,2.25,3,1,98155,382000
Seattle,1770,2.25,3,1,98177,370000
Seattle,1770,2.25,3,1,98177,520000
Seattle,770,1,2,1,98155,260000
Seattle,3370,2.5,4,2,98177,890000
Seattle,2130,2,5,1,98155,344000
Kent,1050,1,3,1,98031,205000
Federal Way,2803,2.5,5,1,98003,379000
Redmond,2080,2,3,2,98052,424240
Redmond,2080,2,3,2,98052,589950
Seattle,2120,1.75,4,1,98117,582000
Federal Way,2550,2.5,3,2,98023,349000
Kirkland,1290,1,3,1,98033,658000
Seattle,1790,2.75,5,1.5,98106,294000
Seattle,2720,3.5,5,2,98115,690000
Seattle,1040,1,3,1.5,98107,600000
Kent,840,1,3,1,98042,199990
Seattle,1650,1.75,3,1,98188,220000
Kirkland,2080,2.25,4,1,98034,440000
Issaquah,1540,2.5,4,2,98029,439990
Sammamish,3880,2.5,4,2,98075,815000
Issaquah,1860,2.25,4,2,98029,535000
Federal Way,1280,1.75,3,1,98003,215000
Issaquah,3200,2.5,3,1.5,98027,605000
Renton,2200,2.5,3,2,98058,349900
Seattle,1570,1,3,1,98115,495000
Kirkland,2074,2.5,3,2,98034,515100
Redmond,2450,2.5,4,2,98053,620000
Sammamish,2520,2.25,4,2,98074,657500
Renton,2190,1.75,5,1,98055,250000
Renton,2190,1.75,5,1,98055,385000
Duvall,2320,1.5,3,1,98019,307000
Kent,1370,2.5,3,1,98042,288000
Kent,1730,1.75,3,1.5,98032,226450
Seattle,1640,2.5,3,1,98125,390000
North Bend,1300,1,3,1,98045,350000
Seattle,1560,1.5,3,1,98125,368000
Seattle,1120,1,2,1,98105,469000
Woodinville,2670,2.25,3,2,98072,865000
Renton,3810,2.5,5,1.5,98058,515000
Kirkland,1440,1.75,3,1,98034,410000
Kent,1200,1,4,1,98042,210000
Kirkland,1520,1.75,3,1,98034,460000
Federal Way,2500,2.5,4,1,98023,241500
Kent,2010,2.25,4,2,98042,322200
Seattle,1210,1,4,1.5,98178,279000
Vashon,1100,1,2,1,98070,303000
Seattle,1050,1.5,3,1,98199,420000
Seattle,2120,1.75,3,1,98188,249000
Seattle,1240,1,3,1,98125,294950
Seattle,3460,3.5,4,2,98103,1320000
Seattle,1270,1.75,3,1,98117,335000
Seattle,2980,2.25,4,1.5,98199,1160000
Seattle,1250,1,2,1.5,98117,520000
Bellevue,1740,1.75,4,1,98007,560000
Kent,1730,1.5,4,2,98032,243400
Redmond,1240,2,3,1,98053,405000
Kirkland,1670,1,2,1.5,98033,495000
Maple Valley,2140,2.5,4,2,98038,350000
Seattle,2530,2.75,5,1,98188,368500
Renton,960,1,2,1,98058,99000
Renton,4130,3.75,4,2,98059,1070000
Seattle,1710,1.75,4,1,98155,430000
Redmond,1490,1.5,3,1,98052,412500
Redmond,4750,3.25,4,2,98052,1120000
Redmond,3400,2.5,4,2,98052,915000
Redmond,2210,2.5,3,2,98052,535000
Seattle,1650,1.5,3,1,98133,390000
Seattle,1260,1.5,3,1,98107,499000
Seattle,1960,1,3,1,98177,375000
Renton,1800,2.5,4,2,98055,349000
Bellevue,1940,2.25,3,1,98004,635000
Sammamish,2820,2.75,4,2,98075,682000
Federal Way,2820,2.25,4,1,98023,321027
Auburn,720,1,2,1,98002,150000
Kirkland,1640,1.75,3,1,98034,410000
Seattle,1560,2,3,2,98115,449950
Seattle,1560,2.5,6,1,98118,194990
Kenmore,1910,1.75,4,1,98028,475000
Seattle,1570,1.75,5,2,98105,530000
Auburn,2038,2.5,4,2,98092,319950
Federal Way,1720,2.25,3,1,98023,210000
Seattle,1670,2.75,3,1.5,98107,485000
Sammamish,2830,2.75,4,2,98075,774000
Bellevue,1690,2,4,1,98008,478000
Seattle,1620,2.5,4,2,98146,385000
Woodinville,2360,2.5,4,2,98077,595000
Kenmore,1480,1.5,3,1,98028,285000
Issaquah,2700,2.5,4,2,98029,723000
Seattle,1780,1.5,3,1,98198,279000
Renton,1430,1.5,3,1,98058,195000
Seattle,2160,1,2,1,98119,625000
Bothell,1800,1.75,3,2,98011,270000
Redmond,1930,2,2,1,98053,559000
Woodinville,1960,2.25,4,1,98072,474000
Maple Valley,1920,2.5,4,2,98038,303500
Seattle,1470,1.75,3,1,98155,350000
Seattle,2980,3,5,1,98155,367500
Seattle,2980,3,5,1,98155,595000
Fall City,2360,2,3,1,98024,589000
Woodinville,1790,1.75,3,1,98077,585000
Seattle,2130,2.25,3,1,98155,482975
Renton,2030,2.5,4,2,98058,365500
Bellevue,1790,2,4,1,98008,570000
Auburn,2260,2.5,3,2,98092,335000
Seattle,2350,2,4,1.5,98103,767500
Issaquah,1690,2.5,3,2,98029,386591
Seattle,1320,1,3,1.5,98108,279000
Carnation,2690,2.5,4,2,98014,620000
Seattle,2810,2.25,4,1,98198,407000
Maple Valley,2280,2.5,3,2,98038,364250
Renton,2870,2.5,4,2,98058,399000
Woodinville,3030,2.5,3,1.5,98077,766950
Issaquah,2940,2.75,4,2,98029,710000
Seattle,1190,1,3,1,98118,320000
Seattle,1800,2.5,3,2,98108,300000
Maple Valley,1580,1.75,3,1,98038,263000
Issaquah,1730,2.5,3,2,98029,445000
Bellevue,1910,2,3,1,98008,554000
Seattle,1000,1.75,2,1,98117,335000
Kent,2520,2.75,4,1,98031,307000
Seattle,1420,1,3,1,98125,404000
Sammamish,3080,3.5,4,2,98075,775000
Enumclaw,1060,1,3,1,98022,220000
Kenmore,2160,2.5,4,2,98028,518000
Kirkland,4060,3.5,4,2,98033,1600000
Seattle,1940,2.25,1,2,98133,315000
Kirkland,2250,2.5,4,2,98034,572650
Kirkland,1620,1,2,1,98034,350000
Seattle,920,1,2,1,98108,285000
Kent,1370,2.5,3,2,98032,231000
Kent,920,1,3,1,98042,179000
Kent,1360,1.5,3,1,98030,244000
Seattle,1630,1.5,3,1,98188,185850
Bothell,3610,2.5,6,2,98011,610000
Maple Valley,3010,2.5,4,2,98038,419000
Seattle,2320,1.75,3,1,98199,779000
Redmond,3290,3,5,1,98052,695000
Auburn,2040,2.5,3,2,98092,319900
Federal Way,1920,2.75,3,1,98023,329000
Bothell,2120,2.5,3,2,98011,475226
Issaquah,2170,2.5,3,2,98029,638000
Sammamish,1330,1.5,2,1,98074,440000
Seattle,1580,2,3,1,98146,214000
Federal Way,3580,2.75,3,2,98023,600000
Seattle,2580,2,4,2,98102,935000
Seattle,1930,1.75,4,1.5,98125,630000
Redmond,2120,2.5,3,2,98053,575000
Black Diamond,1990,2.5,3,1.5,98010,345000
Bothell,1310,1.75,4,1,98011,323000
Kent,2670,2.5,3,1,98042,425000
Maple Valley,1910,2.25,2,1,98038,411000
Carnation,1530,1.5,4,1,98014,299800
Seattle,2920,1.75,6,2.5,98122,823000
Seattle,1010,1,3,1,98155,200000
Bellevue,2450,1.75,4,1,98006,760000
Duvall,1820,2.5,4,2,98019,359950
Renton,2090,2.5,4,1,98056,375000
Issaquah,2200,1.75,2,1,98027,295000
Seattle,2250,3,4,2,98198,250000
Seattle,1450,2.25,3,3,98115,497000
Kenmore,2280,2.5,4,2,98028,520000
Renton,2720,3.5,4,2,98055,365000
Kirkland,2250,2.25,3,1,98034,459900
Seattle,1090,2,3,1,98118,158000
Federal Way,1970,2,3,1,98003,294700
Renton,2780,2.25,4,2,98059,439950
Bellevue,2290,2.25,4,1,98008,899000
Woodinville,2330,1.75,3,1,98072,535000
Seattle,4060,4.5,4,2,98188,530000
Kent,1470,2,4,1,98032,215000
Seattle,1620,1,2,1,98125,290000
Redmond,3220,2.75,5,2,98052,798000
Issaquah,3270,2.5,4,2,98027,785000
Kenmore,2160,1.75,3,1,98028,433000
Seattle,1150,1,2,1,98118,425000
Seattle,2240,2.5,4,1,98115,654000
Auburn,1280,1.5,3,2,98002,215000
Kent,840,1,3,1,98042,232000
Bellevue,1680,1.75,3,1,98005,675000
Redmond,2330,2.75,5,1,98052,665000
Redmond,3030,2.5,4,2,98053,835000
Seattle,2880,3,6,2,98144,525000
Seattle,2910,2.75,3,2,98125,780000
Redmond,3090,3.25,4,2,98053,844000
Woodinville,2720,2.75,4,2,98072,680000
Kirkland,1310,1.5,3,1,98034,290000
Seattle,1790,1,2,1,98117,560000
Woodinville,2830,2.5,3,2,98072,605500
Redmond,3150,2.5,4,2,98052,762500
Kirkland,3930,3.25,5,2,98033,1740000
Seattle,2840,2.75,6,1,98118,665000
Seattle,2480,1,5,1.5,98122,540000
Seattle,1930,2.5,3,1,98155,375000
Seattle,1260,1,3,1,98125,342000
Fall City,670,1,3,1,98024,340000
Mercer Island,3930,3.25,5,2,98040,1250000
Sammamish,3160,2.5,4,2,98075,693000
Seattle,1770,1.75,4,1,98166,638500
Issaquah,2240,3,5,2,98027,805000
Seattle,990,1,3,1,98198,250000
Maple Valley,1580,2.5,3,2,98038,325000
Seattle,1560,1.75,4,2,98108,270000
Seattle,2640,2.5,6,2,98126,880000
Seattle,2120,1.75,2,1,98103,300000
Seattle,1200,1,2,1,98155,290000
Bellevue,5040,4,4,1,98006,2850000
Renton,1460,1,3,1,98056,259950
Renton,4890,3.25,4,2,98059,1780000
Renton,1580,1,3,1,98056,299950
Woodinville,2100,2.25,3,1,98077,483000
Kirkland,2060,2.25,3,1,98033,890000
Seattle,1690,2.5,3,1.5,98116,719000
Renton,3370,3,4,1,98058,785000
Issaquah,2330,2.5,3,2,98029,660000
Kent,1820,1.75,4,1,98031,264000
Bellevue,1890,1.75,3,1,98006,575000
Woodinville,3820,3.75,4,1,98072,1220000
Enumclaw,2770,2.5,3,2,98022,475000
Kirkland,3020,3.5,4,2,98033,845800
Seattle,1170,1.75,3,1,98155,352500
Bothell,1270,1,3,1,98011,347000
Issaquah,1950,2.75,4,2,98029,560000
Auburn,2230,2.75,4,1,98092,323000
Seattle,2220,1.75,3,1.5,98166,595000
Auburn,2060,2,4,1,98002,257500
Seattle,1100,1,3,1,98116,450000
Woodinville,1140,1,4,1,98072,410000
Bellevue,1980,1.75,3,1,98008,810000
Seattle,2480,3,5,1,98178,372500
Seattle,1050,1,3,1,98155,325000
Seattle,1260,1,3,1,98133,280000
Seattle,1680,2,3,1,98198,258000
Seattle,1360,1,4,1.5,98155,329950
Bellevue,2450,2.5,4,1,98007,836000
Maple Valley,2260,2.5,5,2,98038,365000
Auburn,1060,1,2,1,98002,111300
Redmond,3720,2.5,4,2,98053,864000
Kirkland,1610,1.75,3,1,98033,725000
Bothell,3350,2.5,4,2,98011,550000
Seattle,790,1,2,1,98198,130000
Seattle,1660,1.75,2,1,98112,765000
Renton,1420,1.5,3,1,98058,255000
Issaquah,2050,2.5,3,1,98027,439500
Renton,1250,1.75,3,1,98055,268000
Bellevue,1700,1.75,3,1,98004,985000
Bellevue,2660,2.5,4,2,98006,751305
Seattle,1350,1,3,1.5,98118,280000
Renton,1810,2,4,1,98058,304000
Federal Way,2210,2.75,4,2,98003,200000
Auburn,2120,1.5,3,1,98092,325000
Redmond,2470,2.25,3,2,98052,736000
Renton,2700,2.5,4,2,98058,426500
Seattle,1760,1.75,2,1,98103,640000
Seattle,1930,2,5,1.5,98146,230000
Seattle,1680,1,4,1.5,98118,366350
Seattle,1390,1,2,1,98166,365000
Kirkland,2240,2.25,4,2,98034,482000
Renton,1980,1,4,1.5,98058,345000
Seattle,1830,1.75,3,1.5,98122,682000
Kirkland,980,1.75,3,1,98033,657500
Seattle,3550,2.5,6,2,98144,895000
Seattle,1660,1.5,3,1,98118,425000
Bellevue,2490,2.5,4,2,98008,532500
Bothell,2329,2.5,4,2,98011,540000
Bellevue,1790,2.25,3,2,98006,578000
Seattle,2830,3,3,2,98118,1090000
Woodinville,1160,1,3,1,98077,322500
Federal Way,1000,1,3,1,98003,140000
Kent,2540,2.5,3,1,98042,485000
Black Diamond,1750,1.5,2,1.5,98010,575000
Seattle,2890,2.5,3,2,98188,421000
Seattle,1870,2,4,1,98106,355000
Bothell,2200,2.25,4,2,98011,515000
Seattle,1300,1,3,1,98146,309000
Bellevue,3410,2.25,5,2,98005,815000
Seattle,1160,1,3,1,98125,285000
Seattle,2100,1.75,3,1.5,98117,700000
Maple Valley,1490,2.5,3,2,98038,289000
Woodinville,3280,3,4,1.5,98077,458000
Federal Way,1450,1.75,3,1,98023,230000
Seattle,1930,2.5,3,1,98133,432500
North Bend,1660,1.75,3,1,98045,288000
Woodinville,1260,1.75,3,1,98072,354000
Duvall,1170,1,3,1,98019,119500
Bellevue,3350,3,4,1,98006,805000
Seattle,1420,2.5,3,3,98133,435000
Auburn,2170,1.75,3,1,98001,260000
Seattle,1800,1.75,4,1,98133,377000
Issaquah,2000,2.5,4,2,98029,602000
Seattle,1660,1.75,3,1,98116,530000
Seattle,1540,2,4,1,98117,525000
Seattle,1160,1.5,2,2,98155,250000
Seattle,1700,1,3,1.5,98118,681000
Seattle,1580,1.75,3,1,98125,625000
Seattle,2080,2.5,3,2,98118,448500
Seattle,1030,2,3,1,98146,260000
Bellevue,1770,1.75,3,1,98008,538000
Bothell,1540,2,3,1,98011,385500
Maple Valley,2650,2.5,4,2,98038,428400
Enumclaw,2690,2.75,4,2,98022,346290
Sammamish,2210,2.75,4,2,98075,587000
Renton,2390,2.5,4,2,98056,355000
Bellevue,2580,2.75,5,1,98007,650000
Renton,2160,2.5,4,2,98056,340000
Redmond,2230,2.5,4,1,98052,565000
Seattle,2000,2,4,1.5,98144,630000
Enumclaw,1280,1,3,1,98022,227000
Redmond,2810,2.75,4,1,98052,600000
Bellevue,1680,1.75,4,1,98008,540400
Kirkland,2150,2.5,3,2,98033,569000
Issaquah,2820,2.5,3,2,98029,735000
Kirkland,1750,2.25,3,1,98034,434000
Seattle,1060,2,2,1,98103,578888
Woodinville,2430,2.75,4,1,98072,465425
Federal Way,2660,2.75,4,1.5,98023,280500
Issaquah,1670,2,2,1,98029,539950
Sammamish,1380,2,3,1,98075,406430
Redmond,4160,3.75,4,2,98053,1150000
Kent,1790,2.5,3,2,98031,250000
Kent,1940,2.5,3,1,98030,266000
Renton,1390,2,3,1,98058,258000
Seattle,2200,2,3,1,98155,472000
Seattle,1264,2.25,3,2,98105,530000
Seattle,1095,1,2,1.5,98122,302282
Seattle,850,1,2,1,98136,370000
Seattle,1760,2,4,1.5,98105,625000
Auburn,690,1,1,1,98002,142500
Seattle,1400,1.75,3,1,98133,334000
Seattle,1810,3,5,2,98118,362000
Seattle,1310,1,2,1,98144,181000
Federal Way,1400,1,3,1,98003,241500
Kent,2350,1.75,3,1,98030,245000
Kent,1150,1,3,1,98042,227500
Kent,1710,1.5,5,1.5,98032,158550
Kirkland,1660,2.25,3,1,98034,450000
Kirkland,1950,1.75,3,1,98034,485000
Woodinville,1780,1.75,4,1,98077,353000
Kenmore,2450,3,4,2,98028,500000
Federal Way,2060,2.25,1,1.5,98003,360000
Renton,1540,1.5,3,1,98059,357500
Carnation,1650,2.5,3,2,98014,272000
Seattle,1160,1,3,1,98125,422000
Woodinville,1440,2,2,1,98072,365000
Seattle,2150,1.75,3,1,98155,450000
Seattle,1060,1,2,1,98155,275053
Medina,2620,2.75,3,1,98039,1880000
Bellevue,1630,1.75,3,1,98004,725000
Kent,1840,1.75,3,1,98030,235000
Seattle,820,1,2,1,98125,510000
Seattle,820,1,2,1,98125,489950
Kirkland,2010,2.5,3,2,98034,463000
Issaquah,1990,2.25,4,2,98029,536000
Federal Way,2990,2.5,4,2,98003,375000
Kirkland,2540,2.5,4,2,98034,630000
Seattle,1640,2.25,3,1,98148,362000
Federal Way,2500,2.75,4,1,98003,350000
Bellevue,4020,3.5,4,2,98004,1690000
Seattle,1500,2,3,1,98166,255000
Auburn,1594,2.5,4,1,98002,269000
Renton,2130,3,4,1.5,98055,370000
Renton,1130,1,3,1,98059,270000
Enumclaw,1690,2,3,1,98022,265000
Seattle,1440,1,2,1,98117,487000
Sammamish,3270,3.25,4,2,98074,835000
Issaquah,4350,3.25,4,1,98027,850000
Kirkland,1610,2.75,4,1,98033,575000
Kirkland,950,1,3,1,98034,335000
Seattle,1010,1,3,1,98155,318000
Issaquah,1420,2,3,1,98027,510000
Kent,1200,1.5,3,1,98042,242500
Mercer Island,2020,2.25,5,1,98040,750000
Renton,3390,3.5,5,2,98056,439900
Seattle,1700,1,2,1.5,98119,710000
Seattle,3410,3.25,5,2,98119,2400000
Bothell,2030,1.75,3,1,98011,435000
Seattle,2860,2.75,4,1,98115,874000
Seattle,1690,1.75,4,1,98144,385000
Renton,760,1,2,1,98055,110000
Bothell,1780,1.75,3,1,98011,477000
Seattle,1550,2,3,1.5,98126,500000
Sammamish,4090,2.5,4,2,98075,885000
Seattle,880,1,2,1,98178,235000
Kent,1320,2.75,3,1,98030,210000
Seattle,950,1,2,1,98144,320000
Renton,1390,1.75,3,1,98056,406000
Seattle,1900,1.75,3,1,98166,350000
Vashon,1392,0.75,2,1.5,98070,350000
Snoqualmie,3340,2.5,4,2,98065,720000
Seattle,2750,2.75,4,1,98198,604700
Issaquah,1400,1,3,1.5,98027,343000
Sammamish,2220,2.25,3,1,98074,558000
Seattle,1210,1,4,1.5,98126,364000
Seattle,2390,1.75,3,1,98155,420000
Bellevue,1870,2,5,1.5,98007,450000
Seattle,940,1.5,2,1,98126,392000
Renton,1120,1,4,1,98055,100000
Seattle,1250,2.5,3,3,98103,480000
Federal Way,1060,1.5,3,1,98003,212000
Bothell,2410,2.5,5,1,98011,560000
Auburn,2844,2.75,5,2,98092,359950
Woodinville,2200,2.5,4,1,98077,535000
Renton,3460,4,5,2,98056,980000
Seattle,1580,1,2,2,98103,720000
Seattle,1520,1,2,1,98115,619950
Renton,2260,2.5,3,2,98058,489000
Seattle,1800,2,4,1,98115,415000
Sammamish,2650,2.5,4,2,98074,672500
Redmond,1000,1,3,1,98052,352500
Federal Way,2300,2,4,1,98003,258750
Seattle,1080,1,3,1,98133,350000
